Corpus ID,Slug,Título,Macro tipo,Género,Año de recolección,Municipio o localidad,Departamento,Región provisional,Recolector,Tipo de fuente,Fuente bibliográfica ID,Autor de la fuente,Título de la fuente,Año de la fuente,URL de la fuente,Estado de derechos,Estado de privacidad,Estado de publicación,Alertas de calidad
CLTC-0991-L,coloca-las-manos-blancas-cltc-0991-l,Coloca las manos blancas,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0992-L,me-dices-que-no-me-quieres-cltc-0992-l,Me dices que no me quieres,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0993-L,aqui-me-pongo-a-cantar-cltc-0993-l,Aquí me pongo a cantar,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0994-L,desde-aqui-te-estoy-mirando-cltc-0994-l,Desde aquí te estoy mirando,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0995-L,sirva-chicha-por-totumas-cltc-0995-l,Sirva chicha por totumas,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0996-L,pero-a-bolivar-no-vamos-cltc-0996-l,Pero a Bolívar no vamos,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0997-L,quien-fuera-alpargate-fino-cltc-0997-l,Quién fuera alpargate fino,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",Probable duplicado técnico
CLTC-0998-L,alpargate-cltc-0998-l,Alpargate,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-0999-L,alcen-tapas-y-cobijas-cltc-0999-l,Alcen tapas y cobijas,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1000-L,el-cura-que-me-caso-cltc-1000-l,El cura que me casó,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1001-L,desde-aqui-te-estoy-mirando-cltc-1001-l,Desde aquí te estoy mirando,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1002-L,el-cura-que-me-caso-cltc-1002-l,El cura que me casó,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1003-L,en-la-casa-del-abuelo-cltc-1003-l,En la Casa del Abuelo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1004-L,botate-por-la-ventana-cltc-1004-l,Botate por la ventana,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1005-L,un-placer-mi-senora-cltc-1005-l,"Un placer, mi señora",Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1006-L,yo-le-dije-a-mi-mamita-cltc-1006-l,Yo le dije a mi mamita,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1007-L,esto-dijo-el-armadillo-cltc-1007-l,Esto dijo el armadillo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1008-L,esto-dijo-el-armadillo-cltc-1008-l,Esto dijo el armadillo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1009-L,cuando-el-hombre-esta-de-malas-cltc-1009-l,Cuando el hombre está de malas,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1010-L,yo-me-llamo-voy-y-vengo-cltc-1010-l,Yo me llamo “voy y vengo”,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1011-L,una-vieja-y-un-viejito-cltc-1011-l,Una vieja y un viejito,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",Probable duplicado técnico
CLTC-1012-L,se-sufre-y-se-goza-cltc-1012-l,Se sufre y se goza,Lírica,Pareado,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1013-L,aunque-la-mujer-sea-un-angel-cltc-1013-l,Aunque la mujer sea un ángel,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1014-L,el-hombre-cuando-va-pa-viejo-cltc-1014-l,El hombre cuando va pa viejo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1015-L,sachica-chiquiza-sora-y-cucaita-cltc-1015-l,"Sáchica, Chíquiza, Sora y Cucaita",Lírica,Pareado,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1016-L,teresa-me-lo-endereza-cltc-1016-l,Teresa me lo endereza,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1017-L,de-por-alla-abajo-vengo-cltc-1017-l,De por allá abajo vengo,Lírica,Sextilla,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1018-L,anoche-me-acoste-cltc-1018-l,Anoche me acosté,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1019-L,cuando-una-ta-jovencito-cltc-1019-l,Cuando una tá jovencito,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1020-L,cuando-yo-tenia-dinero-cltc-1020-l,Cuando yo tenía dinero,Lírica,Sextilla,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1021-L,una-vieja-y-un-viejito-cltc-1021-l,Una vieja y un viejito,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",Probable duplicado técnico
CLTC-1022-L,alla-arriba-en-aquel-alto-cltc-1022-l,Allá arriba en aquel alto,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1023-L,esto-dijo-el-armadillo-cltc-1023-l,Esto dijo el armadillo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1024-L,esto-dijo-el-armadillo-cltc-1024-l,Esto dijo el armadillo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1025-L,ay-ay-ay-que-si-me-duele-cltc-1025-l,"Ay, ay, ay que sí me duele",Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1026-L,tan-alta-que-va-la-luna-cltc-1026-l,Tan alta que va la luna,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1027-L,si-en-la-nada-estaba-yo-cltc-1027-l,Si en la nada estaba yo,Lírica,Quintilla,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1028-L,cuantos-hay-que-cansados-de-la-vida-cltc-1028-l,Cuántos hay que cansados de la vida,Lírica,Tercetillo,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1029-L,bella-flor-donde-naciste-cltc-1029-l,Bella flor donde naciste,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1030-L,pasando-por-un-cementerio-cltc-1030-l,Pasando por un cementerio,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1031-L,como-te-veo-me-veia-cltc-1031-l,Como te veo me veía,Lírica,Pareado,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1032-L,esto-dijo-el-armadillo-cltc-1032-l,Esto dijo el armadillo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1033-L,me-subi-por-un-naranjo-cltc-1033-l,Me subí por un naranjo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1034-L,esto-dijo-el-armadillo-cltc-1034-l,Esto dijo el armadillo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1035-L,alla-arriba-en-aquel-alto-cltc-1035-l,Allá arriba en aquel alto,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1036-L,aqui-me-siento-a-cantar-cltc-1036-l,Aquí me siento a cantar,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1037-L,yo-tenia-mis-amorcitos-cltc-1037-l,Yo tenía mis amorcitos,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1038-L,a-chiquinquira-no-vuelvo-cltc-1038-l,A Chiquinquirá no vuelvo,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1039-L,yo-no-soy-de-por-aqui-cltc-1039-l,Yo no soy de por aquí,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1040-L,de-chiquinquira-me-vine-cltc-1040-l,De Chiquinquirá me vine,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1041-L,de-chiquinquira-me-vine-cltc-1041-l,De Chiquinquirá me vine,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1042-L,ah-malaya-cosa-fea-cltc-1042-l,"Ah malaya, cosa fea",Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1043-L,yo-no-soy-de-por-aqui-cltc-1043-l,Yo no soy de por aquí,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1044-L,himno-al-arbol-cltc-1044-l,Himno al árbol,Lírica,Poema,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1045-L,esta-noche-no-me-voy-cltc-1045-l,Esta noche no me voy,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1046-L,aqui-me-siento-a-cantar-cltc-1046-l,Aquí me siento a cantar,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1047-L,de-la-pena-sale-el-agua-cltc-1047-l,De la peña sale el agua,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1048-L,por-esta-quebrada-arriba-cltc-1048-l,Por esta quebrada arriba,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1049-L,que-bonito-villa-de-leyva-cltc-1049-l,Qué bonito Villa de Leyva,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1050-L,de-chiquinquira-me-vine-cltc-1050-l,De Chiquinquirá me vine,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1051-L,villa-de-leyva-hermosa-cltc-1051-l,Villa de Leyva hermosa,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1052-L,ahora-que-estamos-solos-cltc-1052-l,Ahora que estamos solos,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1053-L,ayer-alba-esta-manana-cltc-1053-l,"Ayer alba, esta mañana",Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1054-L,si-usted-vido-ese-zorro-cltc-1054-l,Si usted vido ese zorro,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1055-L,en-el-otro-lao-del-rio-cltc-1055-l,En el otro lao del río,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1056-L,en-el-otro-lao-del-rio-cltc-1056-l,En el otro lao del río,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1057-L,del-cielo-cayo-una-carta-cltc-1057-l,Del cielo cayó una carta,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1058-L,esto-me-dijo-mi-chata-cltc-1058-l,Esto me dijo mi chata,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1059-L,y-eso-fue-lo-que-saque-cltc-1059-l,Y eso fue lo que saqué,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1060-L,yo-no-soy-de-por-aqui-cltc-1060-l,Yo no soy de por aquí,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
CLTC-1061-L,yo-no-soy-de-por-aqui-cltc-1061-l,Yo no soy de por aquí,Lírica,Estrofa de cuatro versos — clasificación abierta,2018,Villa de Leyva,Boyacá,Andina,Adrián Freja,Trabajo de campo sin publicar,,,,,,Revisión de derechos y acuerdos de campo pendiente,Revisar consentimiento e identidad del informante,"No publicar el texto hasta validar consentimiento, privacidad y acuerdos de campo",
